run_id,agent_type,model_name,total_messages,total_time_seconds,total_cost,total_tokens,input_tokens,output_tokens,avg_tokens_per_step,avg_time_per_step,cost_per_step,is_success,metrics,accuracy_score,tokens_per_second
20251107T160140,simple-raw,anthropic-claude-sonnet-4.5,54,174.809801,1.596468,496652,487776,8876,9197.25925925926,3.237218537037037,0.02956422222222222,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 28.66, 'optimal_distance_bracket': '2-5mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.6666666666666666,2841.0992813841144
20251107T160140,simple-summarization,anthropic-claude-sonnet-4.5,36,111.56205899999999,0.374046,99314,92972,6342,2758.722222222222,3.098946083333333,0.010390166666666666,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 28.66, 'optimal_distance_bracket': '2-5mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.6666666666666666,890.2130427693165
20251107T160140,intent,anthropic-claude-sonnet-4.5,15,173.369472,0.30387000000000003,155519,146656,8863,10367.933333333332,11.5579648,0.020258,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 26.57, 'optimal_distance_bracket': '10+mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.8333333333333334,897.0379744826125
20251107T124839,simple-raw,openai-gpt-5,34,181.175327,0.28700500000000007,160647,150796,9851,4724.911764705882,5.328686088235294,0.008441323529411767,False,{},0.0,886.6935838344036
20251107T124839,simple-summarization,openai-gpt-5,41,227.17274,0.36969125,211060,198961,12099,5147.804878048781,5.540798536585366,0.009016859756097562,False,{},0.0,929.0727399775167
20251107T124839,intent,openai-gpt-5,12,97.434316,0.1132225,53374,47398,5976,4447.833333333333,8.119526333333333,0.009435208333333334,False,{},0.0,547.7946804696612
5e5ae09a-0d3e-4e06-9f77-a1b5c9f0472d,simple-raw,openai-gpt-4.1-mini,101,71.662182,0.0820144,199399,197520,1879,1974.2475247524753,0.7095265544554455,0.0008120237623762376,False,{},0.0,2782.4857468057558
5e5ae09a-0d3e-4e06-9f77-a1b5c9f0472d,simple-summarization,openai-gpt-4.1-mini,69,95.54341000000001,0.0477364,111589,109005,2584,1617.231884057971,1.3846871014492754,0.000691831884057971,False,{},0.0,1167.9403111109389
5e5ae09a-0d3e-4e06-9f77-a1b5c9f0472d,intent,openai-gpt-4.1-mini,18,132.990075,0.055554,81567,73629,7938,4531.5,7.3883375,0.0030863333333333333,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 19.93660587793135, 'optimal_distance_bracket': '10+mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",1.0,613.3314835712365
20251107T022424,simple-raw,google-gemini-2.5-pro,20,111.884556,0.12177750000000001,34296,25278,9018,1714.8,5.5942278000000005,0.0060888750000000005,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 27.85, 'optimal_distance_bracket': '2-5mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.6666666666666666,306.53024176098086
20251107T022424,simple-summarization,google-gemini-2.5-pro,24,123.415947,0.15840500000000002,44355,32588,11767,1848.125,5.142331125,0.006600208333333334,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 28.66, 'optimal_distance_bracket': '2-5mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.6666666666666666,359.3943981971795
20251107T022424,intent,google-gemini-2.5-pro,18,196.674661,0.14623750000000002,114064,96056,18008,6336.888888888889,10.926370055555555,0.008124305555555556,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 19.94, 'optimal_distance_bracket': '2-5mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.8333333333333334,579.9628656789703
20251107T171942,simple-raw,openai-gpt-4.1-mini,101,111.512786,0.122114,292868,288729,4139,2899.6831683168316,1.10408699009901,0.001209049504950495,False,{},0.0,2626.3176672852564
20251107T171942,simple-summarization,openai-gpt-4.1-mini,67,80.58012,0.15171759999999998,369469,366194,3275,5514.462686567164,1.2026883582089551,0.002264441791044776,False,{},0.0,4585.113549098711
20251107T171942,intent,openai-gpt-4.1-mini,14,88.720374,0.0360752,53658,48355,5303,3832.714285714286,6.337169571428572,0.0025768,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 18.34, 'optimal_distance_bracket': '2-5mi', 'trips_below_min_fare': 148282, 'trips_above_max_distance': 162}",0.3333333333333333,604.7990735476385
20251107T091039,simple-raw,openai-gpt-4.1-mini,82,105.00316,0.0798352,183388,177988,5400,2236.439024390244,1.2805263414634145,0.0009735999999999999,False,{},0.0,1746.4998196244762
20251107T091039,simple-summarization,openai-gpt-4.1-mini,55,106.66905200000001,0.0763224,176964,172350,4614,3217.5272727272727,1.9394373090909092,0.00138768,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 18, 'avg_revenue_per_trip': 26.72, 'optimal_distance_bracket': '2-5mi', 'trips_below_min_fare': 259413, 'trips_above_max_distance': 548}",0.16666666666666666,1659.0004006035415
20251107T091039,intent,openai-gpt-4.1-mini,19,87.617661,0.056894,103269,95884,7385,5435.210526315789,4.611455842105263,0.002994421052631579,True,"{'best_revenue_zone': 'East Chelsea', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 18.340612214654385, 'optimal_distance_bracket': '10+mi', 'trips_below_min_fare': 148282, 'trips_above_max_distance': 162}",0.3333333333333333,1178.6322394522722
20251107T024315,simple-raw,anthropic-claude-sonnet-4.5,46,4227.809973,0.555828,155776,148401,7375,3386.4347826086955,91.90891245652175,0.012083217391304347,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 28.69, 'optimal_distance_bracket': '2-5mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.6666666666666666,36.84555384343902
20251107T024315,simple-summarization,anthropic-claude-sonnet-4.5,44,135.879125,0.526317,145631,138179,7452,3309.7954545454545,3.0881619318181817,0.01196175,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 19.97, 'optimal_distance_bracket': '2-5mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.8333333333333334,1071.7687503507254
20251107T024315,intent,anthropic-claude-sonnet-4.5,23,269.325565,0.526464,246903,234240,12663,10734.91304347826,11.709807173913044,0.022889739130434784,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 28.66, 'optimal_distance_bracket': '10+mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.8333333333333334,916.7455009330437
d63100c7-270e-4152-b25d-608a0281f69d,simple-raw,openai-gpt-4.1-mini,74,111.313154,0.09896959999999999,231245,225852,5393,3124.9324324324325,1.5042318108108108,0.0013374270270270269,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 18, 'avg_revenue_per_trip': 18.34, 'optimal_distance_bracket': '10+mi', 'trips_below_min_fare': 148282, 'trips_above_max_distance': 162}",0.3333333333333333,2077.4274350361143
d63100c7-270e-4152-b25d-608a0281f69d,simple-summarization,openai-gpt-4.1-mini,62,151.535574,0.050512,108901,103108,5793,1756.467741935484,2.4441221612903226,0.0008147096774193548,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 27.14, 'optimal_distance_bracket': '0-2mi', 'trips_below_min_fare': 148282, 'trips_above_max_distance': 162}",0.3333333333333333,718.6497343521463
d63100c7-270e-4152-b25d-608a0281f69d,intent,openai-gpt-4.1-mini,11,124.169014,0.0357508,66583,58994,7589,6053.0,11.288092181818183,0.0032500727272727274,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 19.936605877932518, 'optimal_distance_bracket': '2-5mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.8333333333333334,536.2287889311901
a666adde-379e-4c64-9406-6d49142c287f,simple-raw,anthropic-claude-sonnet-4.5,44,101.86364,0.427806,123634,118892,4742,2809.8636363636365,2.3150827272727272,0.009722863636363637,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 28.66, 'optimal_distance_bracket': '10+mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.8333333333333334,1213.7206170916334
a666adde-379e-4c64-9406-6d49142c287f,simple-summarization,anthropic-claude-sonnet-4.5,50,227.522763,0.6345270000000001,189161,183574,5587,3783.22,4.55045526,0.012690540000000002,False,{},0.0,831.3937361950901
a666adde-379e-4c64-9406-6d49142c287f,intent,anthropic-claude-sonnet-4.5,17,230.599702,0.400935,179995,167821,12174,10587.941176470587,13.564688352941177,0.02358441176470588,True,"{'best_revenue_zone': 'JFK Airport', 'best_revenue_hour': 18, 'avg_revenue_per_trip': 28.66, 'optimal_distance_bracket': '10+mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.5,780.5517458994808
67ebfd6a-ecf1-4b7b-bb00-500fa66abf56,simple-raw,anthropic-claude-sonnet-4.5,46,114.252566,0.905769,282627,277803,4824,6144.065217391304,2.483751434782609,0.01969063043478261,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 19.94, 'optimal_distance_bracket': '10+mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",1.0,2473.7037415859877
67ebfd6a-ecf1-4b7b-bb00-500fa66abf56,simple-summarization,anthropic-claude-sonnet-4.5,50,249.456921,0.6579450000000001,191683,184775,6908,3833.66,4.98913842,0.013158900000000003,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 28.66, 'optimal_distance_bracket': '10+mi', 'trips_below_min_fare': 2176876, 'trips_above_max_distance': 2221}",0.8333333333333334,768.4012102434311
67ebfd6a-ecf1-4b7b-bb00-500fa66abf56,intent,anthropic-claude-sonnet-4.5,16,189.223585,0.325311,157816,148809,9007,9863.5,11.8264740625,0.0203319375,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 27.85, 'optimal_distance_bracket': '10+mi', 'trips_below_min_fare': 973562, 'trips_above_max_distance': 2221}",0.6666666666666666,834.0186557611198
20251107T141810,simple-raw,openai-gpt-4.1,78,99.257102,0.462302,214141,208471,5670,2745.397435897436,1.2725269487179487,0.005926948717948717,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 17, 'avg_revenue_per_trip': 18.34, 'optimal_distance_bracket': '10+mi', 'trips_below_min_fare': 148282, 'trips_above_max_distance': 162}",0.5,2157.4375604881147
20251107T141810,simple-summarization,openai-gpt-4.1,67,45.068059,0.273188,132550,131202,1348,1978.358208955224,0.6726575970149253,0.004077432835820895,False,{},0.0,2941.1073594272166
20251107T141810,intent,openai-gpt-4.1,30,356.494012,0.431324,186925,171872,15053,6230.833333333333,11.883133733333333,0.014377466666666667,True,"{'best_revenue_zone': 'Zone 132', 'best_revenue_hour': 18, 'avg_revenue_per_trip': 18.63, 'optimal_distance_bracket': '2-5mi', 'trips_below_min_fare': 543641, 'trips_above_max_distance': 548}",0.16666666666666666,524.3426080323616
